단원명,문제번호,문제,정답,해설
저당권,, 원본의 반환이 2년간 지체된 경우 채무자는 원본 및 지연배상금의 전부를 변제하여야 저당권등기의 말소를 청구할 수 있다. ,O,"• 저당권의 피담보채권의 범위 
*원본, 이자, 위약금, 실행비용, 1년분의 지연이자 
*1년분의 지연이자→ 채무자에게 적용 X "
저당권,,저당권 설정 후 설치된 부합물이나 종물에도 저당권의 효력은 미친다. ,O,"•저당권의 효력 
*부합물, 종물, 종된 권리O 
*과실 X →저당부동산에 대한 압류 후 발생하는 과실O "
저당권,,건물저당권의 효력은 특별한 사정이 없는 한 그 건물의 소유를 목적으로 한 지상권에도 미친다. ★★ ,O,"•저당권의 효력 
*부합물, 종물, 종된 권리O 
*과실 X →저당부동산에 대한 압류 후 발생하는 과실O "
저당권,, 건물 저당권이 실행되어 경락인이 건물소유권을 취득한 때 건물의 소유를 목적으로 한 토지임차권도 경락인에게 이전된다. ,O,"•저당권의 효력 
*부합물, 종물, 종된 권리O 
*과실 X →저당부동산에 대한 압류 후 발생하는 과실O "
저당권,," 법정지상권이 붙은 건물에 대해서 저당권이 실행된 경우, 경락인은 건물뿐만 아니라 법정지상권도 등기 없이 당연히 취득한다. ",O,"•저당권의 효력 
*부합물, 종물, 종된 권리O 
*과실 X →저당부동산에 대한 압류 후 발생하는 과실O "
저당권,, 구분건물의 전유부분에 설정된 저당권의 효력은 특별한 사정이 없는 한 그 대지사용권에는 미치지 않는다.  ★★ ,X,"•저당권의 효력 
*부합물, 종물, 종된 권리O 
*과실 X →저당부동산에 대한 압류 후 발생하는 과실O "
저당권,,토지저당권의 효력은 제3자가 무단경작한 농작물에도 미친다.  ,X,"•저당권의 효력 
*부합물, 종물, 종된 권리O 
*과실 X →저당부동산에 대한 압류 후 발생하는 과실O "
저당권,," 저당권의 효력은 저당부동산에 부합된 물건에 미치므로, 명인방법을 갖춘 수목에도 토지저당권의 효력이 미친다.  ",X,"•저당권의 효력 
*부합물, 종물, 종된 권리O 
*과실 X →저당부동산에 대한 압류 후 발생하는 과실O "
저당권,,저당부동산에 대한 압류 후에는 저당권설정자의 저당부동산에 관한 차임채권에도 저당권의 효력이 미친다. ★★,O,"•저당권의 효력 
*부합물, 종물, 종된 권리O 
*과실 X →저당부동산에 대한 압류 후 발생하는 과실O "
저당권,,저당부동산에 대한 압류가 있으면 압류 이전의 저당권설정자의 저당부동산에 관한 차임채권에도 저당권의 효력이 미친다.  ★★,X,"•저당권의 효력 
*부합물, 종물, 종된 권리O 
*과실 X →저당부동산에 대한 압류 후 발생하는 과실O "
저당권,,저당권자는 저당목적물의 소실로 인하여 저당권설정자가 취득한 화재보험금청구권에 대하여 물상대위권을 행사할 수 있다. ★,O,"•물상대위성 
*유치물이 멸실, 소실된 경우→ 유치권물상대위 X 
*저당물이 멸실, 훼손, 공용징수경우→ 보험금, 손해배상금, 수용보상금O 
*저당물이 매매, 임대차된 경우→ 매매대금, 차임물상대위 X 
*저당권설정자가 수령하기 전 압류 또는 공탁 →특정
*반드시 저당권자 스스로 압류할 필요 X  "
저당권,," 저당권이 설정된 토지가 강제수용된 경우, 저당권자는 그 보상금에 대하여 물상대위권을 행사할 수 있다. ",O,"•물상대위성 
*유치물이 멸실, 소실된 경우→ 유치권물상대위 X 
*저당물이 멸실, 훼손, 공용징수경우→ 보험금, 손해배상금, 수용보상금O 
*저당물이 매매, 임대차된 경우→ 매매대금, 차임물상대위 X 
*저당권설정자가 수령하기 전 압류 또는 공탁 →특정
*반드시 저당권자 스스로 압류할 필요 X  "
저당권,,저당목적물이 매매된 경우 그 매매대금에 대하여는 저당권자가 물상대위할 수 없다. ★ ,O,"•물상대위성 
*유치물이 멸실, 소실된 경우→ 유치권물상대위 X 
*저당물이 멸실, 훼손, 공용징수경우→ 보험금, 손해배상금, 수용보상금O 
*저당물이 매매, 임대차된 경우→ 매매대금, 차임물상대위 X 
*저당권설정자가 수령하기 전 압류 또는 공탁 →특정
*반드시 저당권자 스스로 압류할 필요 X  "
저당권,,"저당권이 설정된 토지가 공익사업을 위한 토지 등의 취득 및 보상에 관한 법률에 따라 협의취득된 경우, 저당권자는 그 보상금에 대하여 물상대위권을 행사할 수 있다.  ★",X,"•물상대위성 
*유치물이 멸실, 소실된 경우→ 유치권물상대위 X 
*저당물이 멸실, 훼손, 공용징수경우→ 보험금, 손해배상금, 수용보상금O 
*저당물이 매매, 임대차된 경우→ 매매대금, 차임물상대위 X 
*저당권설정자가 수령하기 전 압류 또는 공탁 →특정
*반드시 저당권자 스스로 압류할 필요 X  "
저당권,,저당권설정자에게 대위할 물건이 인도된 후에 저당권자가 그 물건을 압류한 경우 물상 대위권을 행사할 수 있다.  ★ ,X,"•물상대위성 
*유치물이 멸실, 소실된 경우→ 유치권물상대위 X 
*저당물이 멸실, 훼손, 공용징수경우→ 보험금, 손해배상금, 수용보상금O 
*저당물이 매매, 임대차된 경우→ 매매대금, 차임물상대위 X 
*저당권설정자가 수령하기 전 압류 또는 공탁 →특정
*반드시 저당권자 스스로 압류할 필요 X  "
저당권,,"제3자가 이미 저당목적물의 변형물을 압류하였더라도, 저당권자는 스스로 이를 압류하지 않더라도 물상대위권을 행사할 수 있다. ★★",O,"•물상대위성 
*유치물이 멸실, 소실된 경우→ 유치권물상대위 X 
*저당물이 멸실, 훼손, 공용징수경우→ 보험금, 손해배상금, 수용보상금O 
*저당물이 매매, 임대차된 경우→ 매매대금, 차임물상대위 X 
*저당권설정자가 수령하기 전 압류 또는 공탁 →특정
*반드시 저당권자 스스로 압류할 필요 X  "
저당권,,저당목적 변형물을 제3자가 압류해 그물건이 특정된 경우 저당권자는 스스로 이를 압류해야 물상대위권을 행사할 수 있다.  ★★,X,"•물상대위성 
*유치물이 멸실, 소실된 경우→ 유치권물상대위 X 
*저당물이 멸실, 훼손, 공용징수경우→ 보험금, 손해배상금, 수용보상금O 
*저당물이 매매, 임대차된 경우→ 매매대금, 차임물상대위 X 
*저당권설정자가 수령하기 전 압류 또는 공탁 →특정
*반드시 저당권자 스스로 압류할 필요 X  "
저당권,,물상대위권 행사를 위한 압류는 그 권리를 행사하는 저당권자에 의해서만 가능하다.  ,X,"•물상대위성 
*유치물이 멸실, 소실된 경우→ 유치권물상대위 X 
*저당물이 멸실, 훼손, 공용징수경우→ 보험금, 손해배상금, 수용보상금O 
*저당물이 매매, 임대차된 경우→ 매매대금, 차임물상대위 X 
*저당권설정자가 수령하기 전 압류 또는 공탁 →특정
*반드시 저당권자 스스로 압류할 필요 X  "
저당권,,"저당권자가 물상대위권을 행사하지 않은경우, 저당목적물 변형물로부터 이득을 얻은 다른 채권자에 대하여 부당이득반환을 청구할 수 있다.  ",X,"•물상대위성 
*유치물이 멸실, 소실된 경우→ 유치권물상대위 X 
*저당물이 멸실, 훼손, 공용징수경우→ 보험금, 손해배상금, 수용보상금O 
*저당물이 매매, 임대차된 경우→ 매매대금, 차임물상대위 X 
*저당권설정자가 수령하기 전 압류 또는 공탁 →특정
*반드시 저당권자 스스로 압류할 필요 X  "
저당권,,토지에 저당권을 설정할 당시에 이미 건물이 존재하고 있었던 경우에도 일괄경매청구권이 인정된다.  ★ ,X,"• 일괄경매청구권 
*나대지→ 설정자가 신축하고 소유 
*건물대가→ 우선변제 X "
저당권,,저당권설정자가 저당권 설정 후 건물을 축조하였으나 경매 당시 제3자가 그 건물을 소유하는 때에도 일괄경매청구권이 인정된다.  ★★ ,X,"• 일괄경매청구권 
*나대지→ 설정자가 신축하고 소유 
*건물대가→ 우선변제 X "
저당권,,저당권설정자로부터 용익권 설정받은 자가 건축했어도 저당권설정자가 나중에 소유권을 취득하였다면 일괄경매청구가 허용된다. ★★  ,O,"• 일괄경매청구권 
*나대지→ 설정자가 신축하고 소유 
*건물대가→ 우선변제 X "
저당권,,토지와 건물이 일괄경매가 되더라도 저당권자는 건물대가에서 우선변제를 받을 수는 없다. ★★,O,"• 일괄경매청구권 
*나대지→ 설정자가 신축하고 소유 
*건물대가→ 우선변제 X "
저당권,, 1번 저당권이 설정된 후 지상권이 설정되고 그 후 설정된 2번 저당권 실행으로 목적물이 매각되더라도 지상권은 소멸하지 않는다.  ★ ,X,경매시→ 저당권 소멸 
저당권,,저당물 소유권을 취득한 제3자는 그 경매에서 경매인이 될 수 없다.  ,X,"•제3취득자 보호 
*경매인O 
*대위변제권O 
*비용 최우선상환O 
*후순위저당권자→ 제3취득자의 대위변제 X "
저당권,,"확정된 피담보채권액이 채권최고액을 초과한 경우, 제3취득자는 채권최고액을 변제하고 근저당권설정등기의 말소를 청구할 수 있다. ★★",O,"•제3취득자 보호 
*경매인O 
*대위변제권O 
*비용 최우선상환O 
*후순위저당권자→ 제3취득자의 대위변제 X "
저당권,,저당부동산의 제3취득자는 저당권설정자의 의사에 반하여 피담보채무를 변제하고 저당권의 소멸을 청구할 수는 없다.  ★,X,"•제3취득자 보호 
*경매인O 
*대위변제권O 
*비용 최우선상환O 
*후순위저당권자→ 제3취득자의 대위변제 X "
저당권,,"제3취득자가 필요비 또는 유익비를 지출한 경우, 저당물의 경매대가에서 우선변제를 받을 수 있다. ★★  ",O,"•제3취득자 보호 
*경매인O 
*대위변제권O 
*비용 최우선상환O 
*후순위저당권자→ 제3취득자의 대위변제 X "
저당권,," 제3취득자는 그 부동산의 개량의 유익비를 지출하여 가치 증가가 현존하더라도, 저당물 매각대금에서 우선적으로 상환 받을 수 없다.  ★★",X,"•제3취득자 보호 
*경매인O 
*대위변제권O 
*비용 최우선상환O 
*후순위저당권자→ 제3취득자의 대위변제 X "
저당권,,"선순위근저당권의 확정된 채권액이 채권최고액을 초과하는 경우, 후순위근저당권자는 제3취득자의 지위에서 채권최고액을 변제하고 선순위근저당권의 말소를 청구할 수 없다. ★",O,"•제3취득자 보호 
*경매인O 
*대위변제권O 
*비용 최우선상환O 
*후순위저당권자→ 제3취득자의 대위변제 X "
근저당권 ,,피담보채권이 확정되기 전에는 채권이 일시 소멸하더라도 근저당권은 소멸하지 않는다. ,O,•확정 전 →부종성 X 
근저당권 ,,근저당권의 피담보채권이 확정되기 전이라도 그 채권의 일부가 양도되면 그 부분의 근저당권은 양수인에게 승계된다.  ,X,•확정 전 →부종성 X 
근저당권 ,,원본의 이행기일 경과 후 발생하는 지연손해금 중 1년이 지난 기간에 대한 지연손해금도 근저당권의 채권최고액 한도에서 전액 담보된다. ★,O,"•채권최고액 
*우선변제를 받을 수 있는 한도액O. 책임의 한도액 X 
*채권최고액→지연이자는 1년제한 없이 포함O. 경매실행비용은 포함X "
근저당권 ,,피담보채권의 이자는 채권최고액에 포함된 것으로 본다. ★,O,"•채권최고액 
*우선변제를 받을 수 있는 한도액O. 책임의 한도액 X 
*채권최고액→지연이자는 1년제한 없이 포함O. 경매실행비용은 포함X "
근저당권 ,,근저당권의 실행비용은 채권최고액에 포함되지 않는다. ★,O,"•채권최고액 
*우선변제를 받을 수 있는 한도액O. 책임의 한도액 X 
*채권최고액→지연이자는 1년제한 없이 포함O. 경매실행비용은 포함X "
